conv_id,text,predicted_intent,confidence,intent_id
4586,@115850 help help help unable to track my Order #402-8177424-6580361 pls help,order_status,80.0,1
4587,@115850 i placed order on 4th but still not able to rcvd my order pls help or call me.,order_status,80.0,1
4588,@115850 today I got SMS saying package delivered but I have not received? How can you do that? Pls revert with correct status https://t.co/4up6dNvJCm,delivery_problem,90.0,2
4589,Spent all night arguing with useless @115821 chat help agents until the last one finally got it right. Saying requirements that don't exist.,general_feedback_or_praise,70.0,
4590,My baby brother knew I was having a pretty crappy day and he sent me all these goodies via amazon prime now. BEST BROTHER EVER https://t.co/FApxIMdpES,general_feedback_or_praise,80.0,11
4591,@AmazonHelp where's my order? 026-5974794-2685140,order_status,85.0,1
4592,@AmazonHelp It’s been a month &amp; I haven’t received my order. It shows the status as dispatched. How do I cancel this &amp; get money back? India,refund_or_return,85.0,3
4593,@115850 your service is pathetic u choose Indiapost to deliver products &amp; I haven't received any item on time from them except u r sms,general_feedback_or_praise,70.0,
4594,@115821 my prime now order never came :(,delivery_problem,85.0,2
4595,@AmazonHelp @118919 ordered this https://t.co/tkdZ1I4oMg for my injury. Got as an image. Arrogance CS. Horrible experience https://t.co/kwuCXijJn3,product_defect,75.0,6
4596,@115850 #worstcustomerservice orderId : 403-5316002-0925146 showing status delivered from 28 sept. But Not delivered yet.,delivery_problem,90.0,2
4597,Thanks @115850 got one plus 5 in one day. Its looking 👍!! @132994,general_feedback_or_praise,85.0,11
4598,@115850 order not delivered yet.. Worst and horrible service provider..!!! Customer care is also not helpful.. No response from amazon yet,delivery_problem,90.0,2
4599,@115850 What is the customer care number of Amazon India?,other,60.0,
4600,@115850 can you tell me why my order get cancelled 402-9885493-7568327,cancellation_or_change,80.0,4
4601,Your stupid new security check stopped my purchase @AmazonHelp  - it’s my phone and fingerprint. You don’t need more!,app_or_site_technical,70.0,
4602,@121284 Does it have calling feature as in the US?,other,50.0,
4603,@115850 Product not delivered but shows as delivered on the app. Person's number given via SMS is a wrong number. Who do I talk to??,delivery_problem,90.0,2
4604,@115850 can you tell me why my order get cancelled 402-9885493-7568327 https://t.co/7bd1wGBPYT,cancellation_or_change,80.0,4
4605,Dear @115850 Thank u 4 ur pathetic service delivery &amp; customer experience. Don't fool customer on the name of Prime &amp;1 day delivery.,general_feedback_or_praise,65.0,
4606,@AmazonHelp Tracking ID 211176371119 . Status- Delivery Attempted!! supposed to get the item yesterday!! Very Disappointed!! No Agent info!!,delivery_problem,85.0,2
4607,@AmazonHelp ord no. 171 6979504 0534744 my friend asked for replacement they picked up the product and have not sent replacement.pls help,refund_or_return,75.0,3
4608,Thanks Amazon 🙂 https://t.co/CJvN0NA4sq,general_feedback_or_praise,80.0,11
4609,Package which was out for delivery on 6th and assured to reach on 9th is now getting delivered by 13th Oct !!@115850 @115851 #amazon https://t.co/08j3qNUwoD,delivery_problem,80.0,2
4610,@115850 amazon fulfilled order didnt got delivered on time and delivery person updated wrong status. Never expected this from amazon,delivery_problem,85.0,2
4611,"@115850 booked 4.10.17 Mi Note 4 from UP &amp; shipment  travelling allover India expect destination Amazon TrnspSer
Tracking#:118106760060",order_status,70.0,
4612,@115850 Order didnt shipped till the last day. Now seller has cancelled the order stating no inventory. https://t.co/aj9sOWWKLr,cancellation_or_change,80.0,4
4613,"@AmazonHelp @115850 Who has cancelled this pick..i did not den who?? Chck dis n do the needful 
Mob 9911561426 plz call https://t.co/svx1jt04SH",cancellation_or_change,70.0,
4614,"Thanks for the email, @115821.

I had no idea my ""better half"" when on a shopping spree under my bank account.",billing_or_payment,60.0,
4615,"@115830 Still waiting for my Prime delivery at assigned locker - a day after when it should have arrived, who do I contact?",order_status,80.0,1
4616,"@115850 Is this result of spam message?Have clicked on""Complete order""before sharing on whatsApp. How many such""Complete order"" are there? https://t.co/Y0lqopEq8F",app_or_site_technical,65.0,
4617,@115850 how to talk amazon BHARAT customer care executive for some enquire,other,50.0,
4618,"@115850 Now Amazon transportation service started making fool 2 customer. B4 delivered the product, updating wrong status.",delivery_problem,85.0,2
4619,"@115850 , wr is my ord.it supse to delver by 8th. Yt nt deliver, cust suport resp was horrible. Wrong order status mny followup bt no use",delivery_problem,90.0,2
4620,@AmazonHelp Plz look into order # 403-7021068-2824334.Made single order for J7 Prime that was cancelled by U.FOR GOD'S SAKE REFUND MY AMOUNT,refund_or_return,90.0,3
4621,@115850 This is the mail I got 2 days back. No action yet. #AmazonSucks https://t.co/UIVkbV8ftD,general_feedback_or_praise,70.0,
4622,"@115850 Thank you team received cash back on purchase , you are awesome 👍👍",general_feedback_or_praise,85.0,11
4623,"I did not get my product but shown as handed over to customer. Courier: Amazon TS, Tracking #: 211177002937. Order # 405-4948266-9333926",delivery_problem,90.0,2
4624,"@115850 got a defective battery that I am not able to return as post office says no. I have till 21st Oct to return, but CC now says no.",product_defect,75.0,6
4625,"hey @115850 , your courier partners are full of BS. order status is ""customer not available"". unless they tried after 10pm, that's a lie",delivery_problem,80.0,2
4626,With so many parallel offers running on a single product @115850's team is confused and asking me to confirm offer to resolve. Pathetic!,other,60.0,
4627,@AmazonHelp how hard is it confuse refund with replacement 🤔🙈😕 not what I expect as a prime customer. What's the quickest way to fix please?,refund_or_return,85.0,3
4628,"@AmazonHelp please help. Ordered Sony 32GB USB and received Kingston 16GB. Order ID #402-8627202-401871
@115850",product_defect,75.0,6
4629,@115850 Need assistance.,other,50.0,
4630,@115850 @7108 @137341 Can anyone tell me about the Order# 407-4778158-0747516 which was not at all received and why after escalation with Amazon telling it was delivered ?? Is amazon making fool to customer the same way??😡,delivery_problem,90.0,2
4631,"Dear @115821, we need to talk about Earth and conservation. https://t.co/3Q5yKTLfsV",other,50.0,
4632,"@AmazonHelp it’s Tuesday the 10th, what is the truth about my snes? https://t.co/UZFoODnw6g",order_status,75.0,1
4633,"@115850 I bought amazon basic iphone usb and it stopped working after 3 days.As it was working fine,i threw the box. Can i still return it",refund_or_return,80.0,3
4634,Why is it impossible to phone @115821.co.uk when you have an issue?,other,50.0,
4635,@119625 hello unable to see suits season 6 episode 11-16,digital_content,70.0,
4636,Dear @115850. I need 50 hard copy gift cards worth 1000 rs each. Please get in touch. Can't reach you,other,60.0,
4637,@AmazonHelp I'm planning to buy the echo dot in India which comes with one year prime. What if i have an existing prime subscription?,subscription_membership,80.0,10
4638,"This happens when you order iphone worth:40k via Amazon India
@115850 @115821 @118341 @131027 https://t.co/IWSuoQgVMy",other,60.0,
4639,"I don't think now the customer is any concern to you. @115851  #AmazonIndia
ORDER # 407-7423818-0681939. Check out the circus going on.",general_feedback_or_praise,70.0,
4640,@AmazonHelp can u please help me coz ur bot is broken af https://t.co/RSytYC1Rwp,app_or_site_technical,75.0,8
4641,Something I ordered from @115821 says it's delivered but never got it. What do I do???,delivery_problem,80.0,2
4642,"@115850 can you please look into this,
Feeling cheated and looking forward to use @118702 @115821 https://t.co/KeLbAIsboc",general_feedback_or_praise,70.0,
4643,@115850 the return delivery against order no.402-1266726-8934708 has not yet been picked up.,refund_or_return,75.0,3
4644,let's play a game of why the fucking hell has amazon deleted my review this time I don't know why the fuck I even bother,general_feedback_or_praise,60.0,
4645,@115850 Its so irritating to cancel a order without our permission after browsing 3 hours online and placing an order https://t.co/dVunJodkJh,cancellation_or_change,80.0,4
4646,@AmazonHelp @115850 Why would you hold Customers money? Its been 20 days and I haven't got my refund for order 171-7185421-9933966.,refund_or_return,90.0,3
4647,@115850 @115821 pathetic delivery. Delivery guys very abusive over the phone not expected this from #amazon,delivery_problem,90.0,2
4648,@121284 will it accept commands to work with @128308 ?,other,50.0,
4649,"@115830 I'm trying to trace why a package has arrive with a bill for delivery when it has been paid, can you help?",billing_or_payment,75.0,5
4650,"@115850 I tried to replace my faulty bank with amazon and they refused for pickup, 408-9837948-7005946 . May i know the status?",refund_or_return,80.0,3
4651,Why u take more money in term of taxes they are so many know kinds of charges delivering charges packaging taxes what is this @115850,billing_or_payment,70.0,
4652,I choose 2 day delivery option but product not receive in 2 days it takes 5 days even after I m prime member @AmazonHelp @115850 https://t.co/w6KNxxX5JN,delivery_problem,80.0,2
4653,@AmazonHelp a purchase of 7.98 has come out of my account that I didn't make? Help please,billing_or_payment,85.0,5
4654,"@115850 Hi, order number #403-7377624-0138707, was to be delivered on the 9th. However, there has been no update. Please check.",order_status,75.0,1
4655,@115850 kindly take attention into this matter https://t.co/BAwannlB7a,other,50.0,
4656,"@115850  i am not able to reach the delivery guy out for my delivery. His number is switched off, please help.",delivery_problem,80.0,2
4657,@119625 will Mr. Robot be available on Prime Video on the date it is released?,digital_content,75.0,9
4658,"@AmazonHelp Have u ever considered to change interface design of seller central or etc? It is sooo old, awful and complicated.",app_or_site_technical,70.0,
4659,"@122232 @115830 system down for 2 days. No contact number to call, no email, #noservice #pleasecancelmyorder https://t.co/H5ZUIBAEtQ",cancellation_or_change,60.0,
4660,"@115850 hi, I need to talk about a defective product I received but my no is blocked. So could u please give me a call ASAP??! https://t.co/VpvcPcBWpu",product_defect,75.0,6
4661,"Dear team,
Product is not yet delivered but you're sending person for return pickup
@115821 @AmazonHelp @115850 @135788 #TrendingTopics https://t.co/q3XKl26H8L",delivery_problem,75.0,2
4662,"@115850 hi.. I bought MI Redmi 4, how will its invoice bill get?",order_status,50.0,
4663,@115850 @AmazonHelp waiting for my cashback since 15 days. Atleast teach ur customer support to give correct information.,general_feedback_or_praise,65.0,
4664,"I am purchase phone on 20 September Redmi 4a 3GB &amp; 32 ROM I am using my phone but 3 hours later my phone is automatic phone  dead
@115850",product_defect,80.0,6
4665,Ordered a dual usb wall charger @ @115850. They sent it in the smallest box they could find. (pen for size reference). https://t.co/WQ1uJ3fAO8,other,60.0,
4666,@119625 Eager to watch Mr. Robot (Season 3) on Amazon Prime Video. Any update on this?,digital_content,75.0,9
4667,@115821 the service provide to me was very poor and it seems that amazon is not a consumer friendly organization like flipkart and paytm,general_feedback_or_praise,60.0,
4668,"@115850 order I'd 406-9797444-4049154, the delivery boy came after 7:40 so missed to collect.Requesting you to arrange delivery before 5.",delivery_problem,75.0,2
4669,"Hope it gets resolved as promised @115821 @AmazonHelp @115850 
#Fraud #India #Mumbai #TOI @131023  #AmazonGreatIndianFestival https://t.co/sIa7HFLqk5",general_feedback_or_praise,50.0,
4670,@115821 Trying to call ur call centre but it's just giving me my order details and then call disconnects. What kinda service is that? (2/2),app_or_site_technical,75.0,8
4671,"@AmazonHelp why does be late if any product cash payment if we order cod then after 3rd day reach 
My order# 171-4020824-0048344",order_status,70.0,
4672,"@115850 s dr 1ly 1prdct relating 2 ansr in app treasurehunt , or the answer may relate to many prdcts under same name ? #apptreasurehunt",other,60.0,
4673,@115850 being a prime customer not yet received my item and not yet get any confirmation.pathetic service shame #shameamazon,delivery_problem,85.0,2
4674,@115850 hey where is my refund??,refund_or_return,90.0,3
4675,It feels ridiculous beacause I ordered #OnePlus5 of 38k still @115821 @118919 is not able to deliver this phone to my Home,delivery_problem,80.0,2
4676,"@115850 Nothing can be bad as ur delivery service. Ur is worst. Never purchase anything frm ur website. 😡😡😡#boycottamazon",delivery_problem,90.0,2
4677,"@115830 hi amazon, i need to discuss my Prime membership with someone ASAP. thanks.",subscription_membership,75.0,10
4678,"It's been SIX DAYS, why is my order STILL awaiting dispatch? @AmazonHelp https://t.co/A6W7phDpSw",order_status,85.0,1
4679,"@AmazonHelp @115850 
Kindly look at my below tweet details.
On 13th I'm returning my two Kent Water purifiers.
God bless Amazon, Kent https://t.co/sjDisKSbA6",refund_or_return,80.0,3
4680,"When you buy something on Amazon and the price goes down within 30 days, you can email and they will refund how much the price went down.",other,50.0,
4681,@115851 @115850 what the hell are you doing you're supporting your seller.. It seems that you are no more interested in business https://t.co/reTAXJL8HN,general_feedback_or_praise,65.0,
4682,"I'm sorry @115821 - but you've been off tune as of late - first ship me the wrong products, then miss your own delivery deadlines. Whats up?",delivery_problem,85.0,2
4683,"#AppTreasureHunt Fake 👎👎👎
You Should Also Mention it Only for Prime Users 👎👎👎 @115850",other,50.0,
4684,"@115821 Hi, I'd like to know why my shipment is 2 weeks delayed when the shipping cost is more than the value of my 50 books? Please DM me",order_status,70.0,
4685,#apptreasurehunt @115850 Omg! https://t.co/UHGsTMbim7,other,50.0,
4686,"@115850 #AppTreasureHunt slvd in &lt; 3mins, stl prodct pg shows as 'late'. Is it coz I ws l8 or there's a limit, as I won 1 abt a wk ago? :(",app_or_site_technical,60.0,
4687,@19812 @115850 thanks for telling me that my was not my money. Made a online payment from PNB debit card for amazon..,billing_or_payment,80.0,5
4688,Can I please know the status of my shipment.  Your courier guys are becoming more and more rude and weird. @AmazonHelp @115850,delivery_problem,80.0,2
4689,Ordered my groceries 2 hours ago. Delivered free! #Amazon #PrimeNow https://t.co/nmvTDdbtHL,other,40.0,
4690,"@115821, Really Disappointed with Amazon. 
Brought the Moto G5s Plus and phone is having problem such as Microphone not good &amp; overheating",product_defect,75.0,6
4691,Hey @115830 just to say well done- I've had over 56 orders in the last month and all were delivered on time. Keep this up :),general_feedback_or_praise,80.0,11
4692,"@AmazonHelp have to say, your customer service is absolutely fantastic!had 2 issues recently &amp; both have been dealt with v swiftly! Thanks!",general_feedback_or_praise,85.0,11
4693,@2005 quiz Is big fake.... I solved clue within a second n i got msg sorry u r late,other,60.0,
4694,@AmazonHelp I am unable to buy this product at the quoted price. Please check. https://t.co/GiOfgRfL4Q,app_or_site_technical,70.0,
4695,@115850 u are refreshing a question in 15 mins and not considering an answer in 20 second. What a great marketing and cheating people plan,other,50.0,
4696,"@115821.comIt is an international shipment!
I paid full price to buy a new kitchen aid  mixer but you sent me refurbished one? Is that work?",product_defect,80.0,6
4697,@AmazonHelp @115850 : Stop using such marketing gimmick. We have a lot of respect for you. The #Nokia6 was originally priced at 15K only. https://t.co/xtsz1cpqlO,general_feedback_or_praise,60.0,
4698,@115850 it's not worth buying prime service non prime customers get the order deliver before prime.... G8 work amazon,general_feedback_or_praise,70.0,
4699,Does amazon prefer fake review ? why my genuine review has been not published ? @115851 @115821 @115850 @AmazonHelp https://t.co/0JifE4by3D,other,50.0,
4700,@115821 very bad shopping experience on Amazon delivering same wrong product again and again and after that asking for cancellation of order,cancellation_or_change,80.0,4
4701,.@115850 @AmazonHelp I've made payment through credit card for my order but have not received any message regarding the payment from bank,billing_or_payment,70.0,
4702,Hey @AmazonHelp - been waiting for 12 days for a collection for return. Numerous attempts to contact you via the website but no word back?,refund_or_return,80.0,3
4703,"@115850 Why do i have to make 5-6 conversations with customer service agents just to know that item I ordered, lost. Very disappointed.",delivery_problem,85.0,2
4704,@AmazonHelp Order No 408-7356679-2151563 dt-6/10/17 Received broken wall clock.,product_defect,90.0,6
4705,@AmazonHelp Yes I had shared the details.,general_feedback_or_praise,60.0,
4706,"Does anyone ever actually win in @115850 's #treasurehunt? It seems fake to me. @20160, don't you think so?",other,50.0,
4707,"Just pre-ordered @215630 ‘s #BookOfSoulsTheLiveChapter on #Vinyl @115821.
Saw them last year &amp; of course I have to have this.

#metal https://t.co/Xn9KXE2b7U",general_feedback_or_praise,60.0,
4708,"@AmazonHelp Also, episodes 01 and 03 don't have English subtitles, but episodes 02 and 04 do. What's up?",digital_content,75.0,9
4709,@AmazonHelp I placed an order on Sunday I've had my order money taken but a desperate £1 transaction is showing up on my bank account?,billing_or_payment,80.0,5
4710,"@115850 please let us know when is great indian sale , as @133462  already started their sale",general_feedback_or_praise,50.0,
4711,"@AmazonHelp Just seen on The Exorcist, but all episodes I've seen so far (01-05).",digital_content,60.0,
4712,Just accidently spent £13 on 3 glitters that came to £3 due to @115821 automatically giving me express delivery.. which I didn't want😩🤔 #FFS,billing_or_payment,70.0,
4713,"@115850 Due 2 ur disconnected processes/teams, am benefitted with 650Rs worth item. Amount could be small, but process may result in more.",other,50.0,
4714,"https://t.co/PfxYfAbihL = My order was supposed to be delivered on 2 October, and still not received. How can you help resolve this?",order_status,90.0,1
4715,@115850 I am a seller and i need Jaipur FC Mobile to be added on GST portal for APOB but your team is nt responding. Case id 4008450732,other,60.0,
4716,@115850 orderd MI charger go local charger..which i can bought from local shop also..return it soon...return my money also...,refund_or_return,85.0,3
4717,"@115850 #TreasureHunt  
A fake competition organised by Amazon India 
i take only 11 scnds &amp; answered puzzle and acc. to amazon i was slow",other,50.0,
4718,where is my BOOK I s2g if Amazon deliver this at 10pm I'm not gonna be happy https://t.co/memY575NMP,order_status,80.0,1
4719,"@AmazonHelp I booked a mobile on Sunday , and it showed delivery by today .But the item is still in transit.i have flight tomo.wat to do?",order_status,85.0,1
4720,"Thank you @115850 ! 😊

#AppTreasureHunt
#AmazonIndia
#AmazonIN https://t.co/11G1cFAsvY",general_feedback_or_praise,60.0,
4721,The thing I ordered vs. the box it came in. @115830 I really think you should rethink your packaging. #environment https://t.co/Jn7qlM5MaM,product_defect,80.0,6
4722,@115851 @AmazonHelp #404-1030065-5852342 d prdct nevr reachd me. Gt msg that it ws refused at delivery. Wht kind of service is this?,delivery_problem,85.0,2
4723,@115830 @AmazonHelp I'd like to report a seller that is selling items he doesn't have. It frustrating to see how you make it complicated..,other,60.0,
4724,Am I only the one who doesn't like amazon ui @115850  #AmazonUI,app_or_site_technical,60.0,
4725,"@115850 Please check DM and update about my prize.

Thanks",other,50.0,
4726,@119625 something looks off here https://t.co/Re62FfCegq,other,50.0,
4727,"@10265 I have booked few item from @115850 @AmazonHelp 171 2507067 9234757 order id.
Has been refuse to deliver at home.",delivery_problem,85.0,2
4728,@137341 reported my Kindle as stolen and deregistered it. Found my Kindle but not able to register it again.,account_access,80.0,7
4729,"@149473 @AmazonHelp  Waybill No : 57990878562, All FAKE updates... when am i getting my shipment delivered?????????????????????????",delivery_problem,85.0,2
4730,Why is it that now I cannot order items to be shipped to #PuertoRico  @115821 @AmazonHelp ;prime member since 2011 &amp; never had issues.,general_feedback_or_praise,60.0,
4731,@115821 terrible experience with Amazon in India. Spoke for 41min to resolve the issue and no use :(,general_feedback_or_praise,80.0,11
4732,@AmazonHelp @115821 Bad experience.. New iPhone back camera not working..Poor response from customer care. Assigned Engineer not reachable and denies to reach out. Unable to reach customer care.,product_defect,90.0,6
4733,@115850  how to play this?,other,50.0,
4734,@115850 want a refund for order 403-1398314-3353947 tried several times to ur customer service but it was void.,refund_or_return,80.0,3
4735,@AmazonHelp Dear are you irresponsive.I asked about my order status of order number ORDER # 404-5940794-4552302. You have shipped it through,order_status,80.0,1
4736,@115850  pathetic experience -- am struggling to get my order # 403-1750082-4151530 ...,order_status,80.0,1
4737,@AmazonHelp @115850 I have not yet received the apology letter delivered to my address. R u ppl testing my patience?,general_feedback_or_praise,70.0,
4738,#apptreasurehunt @115850 Yahoo successfully cracked my bag https://t.co/8m9jcJP84z,other,50.0,
4739,@137341 @117634 I want to scroll through pages and not flip them. Please add that feature 4 ease of reading. Thanks in advance :),app_or_site_technical,60.0,
4740,@115850 seems Amazon is on a cross cutting mode so hired goons to abuse customer so they never come back.. deliver guy number-9818140996,delivery_problem,90.0,2
4741,"@AmazonHelp order was despatched to wrong address where I no longer live, what can I do? I'm sure the adress was correct when I was ordering",delivery_problem,85.0,2
4742,@115850 @AmazonHelp will you help me or not.,general_feedback_or_praise,50.0,
4743,@115821 @115850 got locked out of my account and you are asking me to fax you docs. Who uses fax these days?!!,account_access,70.0,
4744,#AmazonGreatIndianFestival is #fraud. Giving all products under discount but many of them damaze and not taking back. @115821,general_feedback_or_praise,85.0,11
4745,If @115821 doesnt deliver my stuff today ima be really angry,order_status,70.0,
4746,@115850 Thanks for great Diwali Gift ! Ordered a smartphone only to receive a surf excel mini bar inside it ! Pathetic experience https://t.co/ryqnd2JMfX,product_defect,90.0,6
4747,Ffs @115830 sort out your delivery drivers! 1 delivery left in the garden (gone when I got home) next 'failed to deliver'. Try neighbour,delivery_problem,85.0,2
4748,@115850 I am facing issue with my order and not getting any revert.  Kindly help me with that. @207732,other,50.0,
4749,"@115850 I am very upset with your service. All my orders are being returned to seller without even contacting me, the orders are paid too.",delivery_problem,90.0,2
4750,"@115850 @15471 As a prime member I felt the Amazon services are worst.
I got a parcel from blue dart but there is no return for tha",delivery_problem,80.0,2
4751,@115850 ... Two of my ordered products shows delivered.. but I haven't received it yet... And irony is .. I am a prime member too.. bravo.,delivery_problem,90.0,2
4752,"@118919 
Your Amazon.in Order # 407-6692032-5038723
I ordered a samsung note8 for 68k and got a samsung J2Pro worth 9k.Is this a joke",product_defect,95.0,6
4753,"@115850 Replacement Order : 408-5489419-9601966
my refund have not yet been initiate 
will your team make it asap",refund_or_return,85.0,3
4754,she is an extremely bold Amazon employee just followed and aggressively hit on me for three whole blocks.,general_feedback_or_praise,70.0,
4755,Thanks @115830 for not checking whether my cleaning products were unopened before you sent my parcel 😤😡 https://t.co/W3xhLVfAzW,delivery_problem,80.0,2
4756,"@AmazonHelp @115850 My phone is supposed to be delivered today, how do I get in contact with person going to deliver?",order_status,80.0,1
4757,@AmazonHelp My order #447194346901 was scheduled to delivery yesterday but did not. Will it be delivered by 6 PM as per SMS today?,order_status,85.0,1
4758,@115850 @115851 when I get a chance to provide negative feedback amazon does it's best not to take it. Way to go. https://t.co/rzW98SJihc,general_feedback_or_praise,70.0,
4759,@115850 your devilry boy not delivery and misbehavior language with my cell no. my order no. Tracking #: 447194187856,delivery_problem,85.0,2
4760,"@115850 Bought a Mobile from Amazon but the product is not genuine.
Nowhere to complaint.",product_defect,90.0,6
4761,@AmazonHelp Suggestion! How about creating ability for multiple carts (not wishlist) I'd love to plan my weekly orders in advance!,app_or_site_technical,75.0,8
4762,@AmazonHelp whom should I talk to regarding raising a complaint? My account has been locked then removed without refunding my prime,account_access,85.0,7
4763,@AmazonHelp My card details are stored at Amazon.in and I never gave consent to use it for https://t.co/2vmbgN1udJ's prime membership 2/3,billing_or_payment,80.0,5
4764,@AmazonHelp I have filed a fraud/dispute case and my card is blocked now. I am expecting an answer for this from @115821 3/3,billing_or_payment,85.0,5
4765,@AmazonHelp twice i have requested for item return but still no one has contacted me for pickup... https://t.co/HWvcQmeuRH,refund_or_return,80.0,3
4766,"@115850 @115821 @115851 @127187 @132995 pathetic delivery service, though package in city they will wait for the date to come.",delivery_problem,75.0,2
4767,@AmazonHelp Hi I have just DM'd you re. a security issue with my account,account_access,80.0,7
4768,@AmazonHelp  this the replacement product I got..Damaged Philips induction cooktop !! I want complete refund !! Order ID 408-3502778-1148354 https://t.co/jgaDdQ7Cp6,refund_or_return,90.0,3
4769,"@115821 ordered ink on 10/1 and still hasn't been delivered. i need to be able to print from home and do my job, how is this prime? https://t.co/LEp5jCKzht",order_status,85.0,1
4770,@AmazonHelp look at the difference b/w what i have received and what is shown on your website that too it’s a prime product,product_defect,85.0,6
4771,@AmazonHelp Order# 403-4575924-9418735 Fraud seller as this shipment was not been shipped &amp; got the delivery from seller Courier 7838852939 https://t.co/LbrDp4SSHJ,delivery_problem,90.0,2
4772,"@115850 purchased product in deal, order not processed due to damage in transit. Now product price increased to 2x 
What to do?",other,75.0,12
4773,"Despite #alerting earlier, @115850 continues #FakeSales &amp; #order. Haven't #ordered anything. #Deleting my #account with you. #JustGotMail https://t.co/YaDC4E9Jzx",general_feedback_or_praise,70.0,
4774,Had something delivered but it was damaged so requested a replacement. Replacement is also damaged. Who can I speak to about this? @115830,product_defect,90.0,6
4775,"When you get your stuff in 1 day, even when you are a non prime member. Great service by @115850 https://t.co/0dn4TAGSZQ",general_feedback_or_praise,75.0,11
4776,"@118919 
Tracking#
511343690655
Worst service charging for shipping charges and product yet not delivered",delivery_problem,90.0,2
4777,@AmazonHelp @115850 The delivery guy number provided to me by you is not carrying my package. FUCKING service as always.,delivery_problem,95.0,2
4778,"Stay away from @115850 this #diwali package not deliverd,no update aftr several calls pathetic #CustomerExperience #online shopping",delivery_problem,90.0,2
4779,"@115821 you turned into another ebay: if I buy from marketplace, you give no support.That's the way you treat 17 year-long customers like me",general_feedback_or_praise,75.0,11
4780,@115821 @AmazonHelp where is my order for #TurtlesAllTheWayDown by @127390? 🐢 been waiting all morning! 😭,order_status,85.0,1
4781,@AmazonHelp can you please provide me the list of authorised Ultimate Nutrition importers in India. As i have bought whey gold from amazon.,other,70.0,
4782,Why is @115821 behind on their 2 day shipping? I’m ordering things and they’re talking 4-5 days to ship????,order_status,80.0,1
4783,It’s totally fake this is the third time @115850 #AIFWSS18 #AppTreasureHunt https://t.co/KchPz33jUV,other,75.0,12
4784,Whoop whoop my new GPU has been dispatched from @115830,general_feedback_or_praise,70.0,
4785,@115821 I have received a box of cherry 7 up from you today which was a bit of a surprise as I didn't order them!  How should I proceed?,delivery_problem,80.0,2
4786,@115821 I ordered one black caprese sling bag for my friend...Today she received some used blue colour caprese bag...Highly disappointed https://t.co/Jg667e8eCG,product_defect,90.0,6
4787,@AmazonHelp trying to buy can find this rate. https://t.co/rJHxBHXVtr,other,70.0,
4788,So @115850's delivery boys will dump the consignments at random neighbour's but WILL NOT make a second attempt to deliver?,delivery_problem,85.0,2
4789,"@115850 payment reversal issue,bank  says they hve sent the amount,you are denying u received it..What should cust.do??4__credit_card__",billing_or_payment,85.0,5
4790,"@115830 hey guys what gives, order 6th despatched 10th 4 days to despatch order not good. Now 20 days to (cont) https://t.co/ksf0kbSnDk",order_status,80.0,1
4791,"@115850 My order has been ""out for delivery"" for a couple of days, but I haven't received it yet. Also can't contact agent on his number",order_status,90.0,1
4792,First time getting sth delivered with Amazon Logistics. Curious development.,general_feedback_or_praise,60.0,
4793,"@AmazonHelp I downloaded an second audio book during my 3month trial but got charged, please may you advise how to help",digital_content,80.0,9
4794,@AmazonHelp Any update on order # 210165804973.  It's in the same location for more than 2 days.,order_status,85.0,1
4795,@119625 Will you be making Supernatural season 13 available in India on the same day of premiere or later?,other,70.0,
4796,"Hello friend @119625 ! 

Any chance of streaming @181310 right on tomorrow itself ?",other,70.0,
4797,"@115850 hey, I just bought the fire stick and it just won't move beyond the username  and password page... can u you guys help out",app_or_site_technical,80.0,8
4798,so disappointed in @115821 even the CSR was upset for me. Your service is HORRIBLE.i take days off work and still NADA. #standbyyourword,general_feedback_or_praise,75.0,11
4799,"@AmazonHelp 
This is unacceptable. Are you in mood of cheating? Shows Product delivered bt actually nt.
Now 😡😡giving only dates",delivery_problem,95.0,2
4800,"@AmazonHelp I canceled prime 3 months ago &amp; you guys charge me every month still, I call you guys refund me and say sorry then do it again.",billing_or_payment,90.0,5
4801,@115821 @AmazonHelp I’ve just had an alleged failed delivery attempt even though I’ve been at home all day. How can I complain please?,delivery_problem,85.0,2
4802,"@AmazonHelp hi! i ordered john green's new book (signed) on amazon brazil but it only says ""order placed"", if i was able to purchase it...",order_status,75.0,1
4803,@AmazonHelp say they put my parcel through my letterbox on saturday. Still waiting for it to come out the other side 😠 https://t.co/tAONEP1qIP,delivery_problem,80.0,2
4804,"Worst experience from @115850 on Order# 407-8863334-9772366; order not with me even after assured DD of Oct7.
Prime membership is farce!",delivery_problem,90.0,2
4805,@115850 Someone is trying to scam using your name. he tried to scam me but i was smart enough to catch him.@348 #amazon #fraud https://t.co/sJTf8WDJMb,account_access,60.0,
4806,"@115850
Order# 407-8863334-9772366
Every time I receive a different response from CC for delay in order. Three days since the assured DD",delivery_problem,85.0,2
4807,@115821 @115850 Someone is trying to scam using your name. he tried to scam me but i was smart enough to catch him.@348 #amazon https://t.co/Jx9bt2CoJS,account_access,60.0,
4808,@115850 @115821 contact me if you need more info about them or what they actually doing. #StaySafe #onlinefraud,account_access,60.0,
4809,"@115850 A widow runs a computer shop and avail many service to citizen, whether Amazon can give her a work at shop that can help her???",other,40.0,
4810,@115850 2day I 've talked to 1 of your Cust supp agent named sunita (called frm 8510091993) &amp; she is the best agent i've ever encountered.,general_feedback_or_praise,70.0,
